,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
877,1,0,0,1,0.758573602322752,0,1,-0.15327393393424887,0.35044407130659355,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
3760,0,0,0,0,-1.1960038562387048,1,1,0.2937494591104381,-0.9054948407534523,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
4868,1,0,1,0,0.18848851024232702,1,1,1.15456030519649,0.6528937653692166,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5710,1,0,1,0,1.5322605130033284,1,1,1.5201556452330371,2.4146301183539896,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1355,1,0,0,0,-0.9516816739185228,1,1,-1.504314895069307,-0.9291830540183571,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5174,1,0,0,0,-1.0331224013585834,1,1,0.5164302571326987,-0.7755960086465563,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
4789,1,0,0,0,-1.2774445836787656,1,1,0.21065960910213194,-0.9767581701282076,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3334,1,0,0,0,0.35136996512244845,1,1,1.3805646972190828,0.9537760194115151,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5542,1,0,1,0,1.4100994218432374,1,1,0.7108605061521354,1.5897592885031975,-1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
2260,1,0,0,0,-1.1960038562387048,1,1,0.5097830691320341,-0.9120957501348189,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
5611,1,1,1,0,1.0436161483629645,1,1,1.1844726511994805,1.5305718702709425,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
6588,1,0,1,1,-0.38159658183809786,1,1,-1.3597385560548543,-0.7319063776575102,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2563,0,1,0,0,-0.30015585439803716,1,1,1.3689321182179202,0.1642277815680369,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
2469,1,0,0,0,-0.13727439951791576,1,1,-1.4876969250676457,-0.7435407563999192,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4181,1,0,1,0,1.2064976032430856,1,1,1.2160467942026365,1.7137636630688728,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
2173,0,0,0,0,-1.1552834925186746,1,1,0.7075369121518029,-0.8721149913065409,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
4173,1,0,0,0,-0.8295205827584317,1,1,0.7241548821534641,-0.5370802061171709,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6084,0,0,1,0,0.14776814652229667,1,1,1.0049985751815391,0.5108307156398021,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
6391,0,0,1,1,0.22920887396235737,1,1,0.47156173812821356,0.25575744810698847,-1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2054,1,0,0,0,-1.2367242199587352,1,1,-0.5105602889699654,-0.9611058465449667,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5094,1,0,0,0,1.3286586944031769,1,1,0.8338334841644282,1.5724512184196136,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
3050,1,0,0,0,-1.1145631287986442,1,1,0.6859335511496436,-0.8201024745757716,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
5971,0,0,1,1,1.369379058123207,1,1,-1.4876969250676457,-0.4013972995690774,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
4996,1,0,0,0,0.5956921474426305,1,1,0.3087056321119333,0.5355786066649263,-1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
3284,0,0,0,0,0.3106496014024181,1,1,0.6693155811479823,0.479393608753293,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1462,0,0,1,0,0.14776814652229667,1,1,-1.4876969250676457,-0.7137593960137529,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3568,1,0,0,0,-0.46303730927815856,1,1,1.1429277261953275,-0.14433713623585231,-1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
5272,1,0,0,0,-1.0738427650786138,1,1,0.8421424691652587,-0.7779802836070501,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2505,1,0,1,1,0.06632741908223598,1,1,-1.4843733310673135,-0.7069818736723497,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2835,1,1,0,0,1.369379058123207,1,1,-0.030300955921955676,0.8349596505469141,-1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
6832,1,0,1,1,0.8400143297628127,1,1,-1.4577845790646555,-0.5021329166499351,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3353,0,0,1,0,-0.8295205827584317,1,1,0.6743009721484804,-0.5667070301633053,-1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1647,0,0,1,1,-0.8702409464784621,1,1,0.4898415051300408,-0.6246802342953088,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
7013,1,0,0,0,0.3106496014024181,1,1,0.9518210711762233,0.6504211839287047,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
368,0,0,1,0,1.5729808767233588,1,1,1.1263097561936661,2.0661727482018404,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
73,0,0,1,1,1.2064976032430856,1,1,-1.3464441800535252,-0.37914406660446986,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1239,1,0,1,1,-1.1960038562387048,1,1,-0.2014660469390663,-0.9337087611192941,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
737,0,0,1,0,1.5322605130033284,1,1,1.2044142152014738,2.120326697073053,-1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
4711,0,0,0,0,-0.015113308357824713,1,1,-1.4943441130683104,-0.7398318842391512,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1163,1,0,0,0,-0.8295205827584317,1,1,0.830509890164096,-0.5434824259184965,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
2732,1,0,0,1,-1.1552834925186746,1,1,-1.4744025490663168,-0.9664263119660683,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
4616,0,0,1,0,-0.46303730927815856,1,1,-0.33773340095268845,-0.5113388671918411,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
2233,0,0,0,0,0.880734693482843,1,1,0.17077648109814536,0.706451645500306,-1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
4759,0,0,0,0,-1.2774445836787656,1,1,0.47156173812821356,-0.97329214078749,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6082,1,0,1,0,1.0843365120829946,1,1,1.2077378092018058,1.6586604195374635,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
4779,1,0,1,0,-0.5444780367182193,1,1,1.0648232671875193,-0.23853807379535696,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
4074,0,1,1,0,1.0436161483629645,1,1,1.1279715531938321,1.5583001049966838,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
4163,0,0,1,0,1.3286586944031769,1,1,0.07605405208867606,0.8946548310392741,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3602,1,0,0,0,0.22920887396235737,1,1,0.046141706085686136,0.10557020221589174,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
4570,0,0,0,0,-1.0331224013585834,1,1,-1.5225946620711341,-0.9505090689427725,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4947,0,0,0,0,-0.2594354906780068,1,1,1.116338974192669,0.10243532217524269,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
804,0,0,0,0,-1.0738427650786138,1,1,0.684271754149477,-0.7920430905499618,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
494,0,0,0,0,-1.2774445836787656,1,1,-1.4744025490663168,-0.9991438628128425,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1649,1,0,0,0,-0.21871512695797646,1,1,-0.28621769394753876,-0.3726314637031214,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1324,1,0,1,1,-1.1552834925186746,1,1,-1.4760643460664828,-0.9744401250277277,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
5003,0,0,1,1,-0.8702409464784621,1,1,0.31867641411292996,-0.6398247956184445,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5186,1,1,0,0,-1.2774445836787656,0,1,-0.9409657120129912,-0.9920572677913754,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2611,0,0,1,0,-0.9109613101984924,1,1,0.18407085709947407,-0.6822119060272209,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
918,1,0,0,0,-0.2594354906780068,1,1,0.5297246331340278,-0.039870570374222244,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4125,0,0,1,0,0.43281069256250915,1,1,0.7091987091519689,0.5600174250099864,-1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
5951,1,0,0,0,0.18848851024232702,1,1,1.1811490571991479,0.5554917179090493,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1427,0,1,0,0,0.47353105628253944,1,1,0.3020584441112687,0.3704896422707441,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
29,1,0,0,1,-0.62591876415828,1,1,-0.0020504069191315333,-0.5255120572347758,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
3953,1,1,0,0,-1.0738427650786138,1,1,0.32033821111309646,-0.8164819088950219,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1198,1,0,0,0,0.3920903288424788,1,1,-1.462769970065154,-0.6352990885175075,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
3923,0,0,0,0,-1.2774445836787656,1,1,0.534710024134526,-0.9724532292273163,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
6742,0,0,1,1,0.7992939660427822,1,1,0.47987072312904416,0.765175454712465,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
2686,0,1,0,0,-0.5444780367182193,1,1,0.5014740841312035,-0.35832581394015933,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1120,0,0,0,0,-0.5037576729981889,1,1,0.19237984210030468,-0.3487004076181664,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3327,0,0,1,0,1.369379058123207,1,1,1.0149693571825356,1.7617582349588101,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2654,0,0,1,0,-1.2774445836787656,1,1,0.8637458301674186,-0.9680820584664112,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
4230,0,0,0,0,-0.8702409464784621,1,1,0.29042586511010604,-0.6585678460023253,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3741,0,0,1,1,1.6137012404433893,1,1,1.3340343812144315,2.4060643897922156,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
5261,0,1,1,0,0.880734693482843,1,1,1.5184938482328711,1.675372420880924,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
83,1,0,0,0,0.3920903288424788,1,1,1.2974748472107767,0.9025803376209149,-1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
2883,0,0,1,1,1.4508197855632678,1,1,-1.2965902700485417,-0.2636612673605587,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1474,0,0,1,1,0.5142514200025698,1,1,1.0365727181846955,0.9596042470927219,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
4167,1,0,1,0,0.7178532386027215,1,1,0.36354493311741554,0.7033167654596568,-1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1699,1,0,0,0,0.3920903288424788,1,1,-1.4660935640654862,-0.5851189312471176,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5129,1,0,0,0,-0.7888002190384014,1,1,0.5696077611380149,-0.5538584373206449,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
6972,1,1,0,0,0.9621754209229036,1,1,1.5683477582378549,1.826001199172112,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
6522,1,0,1,0,0.43281069256250915,0,1,-1.0223937650211312,-0.3434903252970877,-1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
4784,1,0,0,0,-1.2774445836787656,1,1,-1.502653098069141,-0.9995191653529202,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
3983,0,0,0,0,-1.2774445836787656,0,1,-1.3464441800535252,-0.9974439630724906,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
501,1,1,1,0,1.5729808767233588,1,1,0.5297246331340278,1.4979867791441956,-1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2792,1,0,0,0,-0.7073594915983407,1,1,-0.5288400559717926,-0.6828300513873489,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4601,0,0,0,0,0.5142514200025698,1,1,1.2924894562102784,1.0881784819993439,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
3244,0,0,0,0,-0.9109613101984924,1,1,-0.3410569949530208,-0.7572724140427624,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
4954,0,0,0,1,-1.2774445836787656,1,1,0.8670694241677506,-0.9680379052264021,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
2761,1,1,0,0,-0.9109613101984924,0,1,-0.9991286070188055,-0.8625337382245571,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2475,1,0,0,0,0.8400143297628127,1,1,1.15456030519649,1.3868309974211805,-1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
3198,0,0,1,0,0.3106496014024181,1,1,1.3705939152180862,0.8368582398673069,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
6157,0,0,0,0,-1.1960038562387048,1,1,-1.4926823160681442,-0.9796502073488063,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1168,0,0,1,1,-1.2774445836787656,1,1,-1.4993295040688086,-0.9994750121129111,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
398,0,1,0,0,0.025607055362205634,0,1,-0.33773340095268845,-0.21175913372981225,-1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
4571,1,0,1,0,-0.5037576729981889,1,1,0.16745288709781284,-0.3280366912938879,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1772,0,0,0,0,-1.2367242199587352,1,1,0.4732235351283796,-0.944724994501575,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6138,0,1,1,0,1.4100994218432374,1,1,0.6344178441444933,1.459485153856224,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6975,1,0,1,1,-0.3408762181180675,1,1,-0.013682985920294679,-0.3199566483722148,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5789,1,0,0,0,-0.30015585439803716,1,1,-1.4943441130683104,-0.7983349272512645,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6867,0,0,0,0,1.4100994218432374,1,1,-1.4893587220678117,-0.4289709979547866,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
4707,0,0,0,1,0.6771328748826912,1,1,1.476948923228718,1.3277539622889483,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4697,0,0,1,0,1.6137012404433893,1,1,0.9933659961803764,1.9710225159821393,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5555,1,0,1,1,1.5322605130033284,1,1,-1.4943441130683104,-0.39938832714866146,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
728,1,1,0,0,-0.0965540357978854,1,1,0.895319973170575,0.20966146553744414,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
5487,0,0,0,1,0.025607055362205634,1,1,-1.4827115340671475,-0.706959797052345,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5758,0,0,0,0,-0.4223169455581282,1,1,-1.477726143066649,-0.7983790804912737,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2418,1,1,0,0,-0.21871512695797646,1,1,0.720831288153132,0.05199024546479789,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
867,1,0,0,0,-1.1145631287986442,1,1,-1.4710789550659844,-0.9620992944451723,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
535,0,0,0,0,-0.8295205827584317,1,1,0.8238627021634315,-0.5570153939812986,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4453,0,0,1,0,-0.9109613101984924,1,1,1.1213243651931677,-0.5499508755798359,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1019,1,0,0,0,-0.38159658183809786,1,1,-1.504314895069307,-0.8005425892517216,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
3118,0,0,0,0,0.47353105628253944,1,1,-1.504314895069307,-0.6392508034983256,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5257,0,1,0,0,0.18848851024232702,1,1,1.2077378092018058,0.6449682587875757,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
326,1,1,1,0,-0.8702409464784621,1,1,0.6028437011413373,-0.6195805350742529,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1859,0,0,0,0,0.7992939660427822,1,1,0.684271754149477,0.90748134726193,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5508,0,0,1,0,1.5322605130033284,1,1,-1.3165318340505352,-0.15120296505727399,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
3441,1,0,1,1,0.06632741908223598,1,1,-0.13167057293208934,-0.1065198861680222,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2601,1,0,1,1,1.6137012404433893,1,1,1.1263097561936661,2.139732046057071,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
3854,1,0,1,0,0.7178532386027215,1,1,1.4919050962302134,1.378684724639494,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
5245,1,0,1,1,1.5322605130033284,1,1,-1.4827115340671475,-0.3850606007656948,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
695,1,0,1,0,-1.2774445836787656,1,1,-1.4660935640654862,-0.9990334797128197,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
3009,0,0,0,0,-1.2774445836787656,1,1,-1.3215172250510334,-0.9971128137724221,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1020,1,0,1,1,0.26992923768238775,1,1,-0.45572098796448335,-0.09594518518583266,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2628,1,0,0,0,-1.2774445836787656,1,1,0.6194616711429987,-0.971327321607083,-1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
